24,SQL,54.080352
4,Excel,45.229127
3,JavaScript,25.486503
12,SAS,9.667294
1,NoSQL,5.178908
21,MongoDB,5.021971
10,Python,4.394225
0,Java,3.766478
17,R,3.766478
11,SPSS,3.138732
16,Hadoop,2.573760
5,Tableau,2.542373
20,Perl,1.914626
8,Matlab,0.690521
18,Hive,0.596359
6,D3.js,0.533584
15,C++,0.533584
13,Spark,0.439422
23,Pig,0.408035
14,Ruby,0.282486
2,Scala,0.282486
22,MapReduce,0.251099
7,Mahout,0.156937
25,D3,0.094162
26,Cassandra,0.062775
19,HBase,0.031387
9,Flume,0.031387)

In,[7]:,
