R,64.155844
SQL,59.61039
Python,57.662338
Hadoop,36.103896
SAS,27.662338
Hive,24.415584
Java,21.818182
Pig,20
C++,18.961039
JavaScript,18.311688
Excel,17.142857
Tableau,16.753247
Matlab,15.974026
Spark,11.558442
SPSS,11.428571
NoSQL,11.038961
MongoDB,8.181818
Mahout,7.922078
Scala,7.532468
MapReduce,3.506494
Ruby,3.116883
Perl,2.857143
HBase,2.727273
D3,2.337662
D3.js,1.688312
Cassandra,1.688312
Oozie,0.779221
Flume,0.38961
ZooKeeper,0.129870
